tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2014-451,Doha,Hard,32,A,20131230,30,104792,,,Gael Monfils,R,193,FRA,27.3292265572,31,1230,104252,,,Florian Mayer,R,190,GER,30.2368240931,40,1065,6-3 6-2,3,SF,55,9,4,50,38,29,5,9,1,2,1,1,52,35,19,7,8,6,10
2014-451,Doha,Hard,32,A,20131230,31,104745,1,,Rafael Nadal,L,185,ESP,27.575633128,1,13030,104792,,,Gael Monfils,R,193,FRA,27.3292265572,31,1230,6-1 6-7(5) 6-2,3,F,120,2,0,82,63,46,16,14,4,5,13,4,87,63,42,11,13,6,11
2014-321,Stuttgart,Clay,28,A,20140707,1,104979,,,Andrey Golubev,R,185,KAZ,26.9596167009,61,802,104332,,WC,Philipp Petzschner,R,185,GER,30.2861054073,508,68,6-4 6-1,3,R32,80,6,4,63,30,23,17,9,3,4,0,5,64,30,20,13,8,7,11
2014-321,Stuttgart,Clay,28,A,20140707,2,106053,,Q,Philip Davydenko,U,,RUS,21.8425735797,658,40,105641,,,Blaz Rola,L,,SLO,23.7535934292,81,633,6-4 7-6(8),3,R32,100,2,2,82,61,44,9,11,2,3,5,4,82,46,32,17,11,3,5
2014-321,Stuttgart,Clay,28,A,20140707,3,105053,7,,Santiago Giraldo,R,188,COL,26.6091718001,34,1135,106243,,Q,Mate Delic,R,,CRO,20.7693360712,189,267,6-4 6-2,3,R32,62,2,1,52,35,26,11,9,1,2,2,0,52,31,18,11,9,2,6
2014-321,Stuttgart,Clay,28,A,20140707,4,104476,,LL,Louk Sorensen,R,175,IRL,29.4948665298,236,206,104997,,,Igor Sijsling,R,190,NED,26.8856947296,68,738,6-4 6-1,3,R32,50,9,1,45,31,27,7,9,1,2,2,1,51,30,17,10,8,6,10
2014-321,Stuttgart,Clay,28,A,20140707,5,105161,,Q,Yann Marti,R,173,SUI,26.0807665982,232,210,105967,,LL,Henri Laaksonen,R,,SUI,22.2669404517,259,184,7-5 6-4,3,R32,92,3,3,73,41,28,14,11,5,8,0,7,63,37,20,12,11,1,6
2014-321,Stuttgart,Clay,28,A,20140707,6,104198,6,,Guillermo Garcia Lopez,R,188,ESP,31.0910335387,32,1163,106065,,Q,Marco Cecchinato,R,,ITA,21.7659137577,140,433,6-4 1-6 7-5,3,R32,122,2,4,88,61,41,13,14,6,10,2,2,97,69,44,13,15,8,12
2014-321,Stuttgart,Clay,28,A,20140707,7,104259,5,,Philipp Kohlschreiber,R,178,GER,30.7241615332,26,1475,105526,,,Jan Lennard Struff,R,,GER,24.1998631075,71,706,6-4 6-3,3,R32,74,2,1,64,37,24,16,9,4,5,0,4,65,38,24,12,10,5,9
2014-321,Stuttgart,Clay,28,A,20140707,8,104586,,,Lukas Rosol,R,196,CZE,28.9527720739,48,900,100644,,WC,Alexander Zverev,R,,GER,17.2128678987,285,163,7-6(7) 7-6(9),3,R32,103,5,1,86,54,43,16,12,1,3,6,8,93,54,35,24,12,2,4
2014-321,Stuttgart,Clay,28,A,20140707,9,104593,,,Daniel Gimeno Traver,R,185,ESP,28.9144421629,94,587,105376,,,Peter Gojowczyk,R,185,GER,24.977412731,114,530,7-5 6-3,3,R32,79,6,1,57,26,19,22,11,0,1,4,11,75,41,30,14,10,3,6
2014-321,Stuttgart,Clay,28,A,20140707,10,105643,8,,Federico Delbonis,L,190,ARG,23.7535934292,38,1084,104338,,,Juan Monaco,R,185,ARG,30.2724161533,87,620,6-4 6-1,3,R32,80,3,7,74,41,31,17,9,7,8,1,1,52,36,19,8,8,5,9
2014-321,Stuttgart,Clay,28,A,20140707,11,103794,,,Benjamin Becker,R,178,GER,33.0568104038,60,818,105332,,,Benoit Paire,R,196,FRA,25.1635865845,79,635,3-6 6-2 6-2,3,R32,84,11,6,87,49,40,18,12,5,6,11,3,81,40,28,18,13,8,12
2014-321,Stuttgart,Clay,28,A,20140707,12,104919,,,Leonardo Mayer,R,188,ARG,27.1457905544,47,919,103582,,WC,Michael Berrer,L,193,GER,34.0150581793,127,486,2-6 6-3 7-6(5),3,R32,130,7,7,90,49,39,24,15,1,3,2,3,89,52,39,21,14,4,5
2014-321,Stuttgart,Clay,28,A,20140707,13,104926,1,,Fabio Fognini,R,178,ITA,27.1211498973,15,2235,104979,,,Andrey Golubev,R,185,KAZ,26.9596167009,61,802,6-4 6-4,3,R16,79,0,4,66,40,30,15,10,2,2,1,0,59,34,23,16,10,1,3
2014-321,Stuttgart,Clay,28,A,20140707,14,105053,7,,Santiago Giraldo,R,188,COL,26.6091718001,34,1135,106053,,Q,Philip Davydenko,U,,RUS,21.8425735797,658,40,6-1 6-7(5) 6-3,3,R16,116,2,1,88,67,53,12,15,2,4,1,1,101,74,46,11,13,11,16
2014-321,Stuttgart,Clay,28,A,20140707,15,105138,3,,Roberto Bautista Agut,R,,ESP,26.2286105407,23,1625,104476,,LL,Louk Sorensen,R,175,IRL,29.4948665298,236,206,6-3 1-6 6-1,3,R16,96,1,3,61,44,36,8,12,0,2,3,2,77,45,29,16,11,0,3
2014-321,Stuttgart,Clay,28,A,20140707,16,104198,6,,Guillermo Garcia Lopez,R,188,ESP,31.0910335387,32,1163,105161,,Q,Yann Marti,R,173,SUI,26.0807665982,232,210,7-6(13) 7-5,3,R16,125,9,2,91,58,40,15,12,7,10,3,6,90,49,33,19,12,8,12
2014-321,Stuttgart,Clay,28,A,20140707,17,104586,,,Lukas Rosol,R,196,CZE,28.9527720739,48,900,104259,5,,Philipp Kohlschreiber,R,178,GER,30.7241615332,26,1475,7-5 7-6(5),3,R16,81,7,3,73,45,38,14,12,0,1,4,0,86,49,31,22,12,1,3
2014-321,Stuttgart,Clay,28,A,20140707,18,103852,4,,Feliciano Lopez,L,188,ESP,32.7939767283,24,1545,104593,,,Daniel Gimeno Traver,R,185,ESP,28.9144421629,94,587,6-7(3) 6-2 6-3,3,R16,107,7,1,78,50,36,22,14,0,1,5,2,113,69,45,21,15,9,14
2014-321,Stuttgart,Clay,28,A,20140707,19,105643,8,,Federico Delbonis,L,190,ARG,23.7535934292,38,1084,103794,,,Benjamin Becker,R,178,GER,33.0568104038,60,818,6-7(6) 6-4 6-4,3,R16,133,3,1,112,71,53,26,16,1,1,6,4,113,64,50,23,16,7,9
2014-321,Stuttgart,Clay,28,A,20140707,20,104022,2,,Mikhail Youzhny,R,183,RUS,32.0328542094,22,1655,104919,,,Leonardo Mayer,R,188,ARG,27.1457905544,47,919,6-1 6-1,3,R16,69,0,4,57,37,29,7,7,6,6,0,6,38,22,10,5,7,2,7
2014-321,Stuttgart,Clay,28,A,20140707,21,104926,1,,Fabio Fognini,R,178,ITA,27.1211498973,15,2235,105053,7,,Santiago Giraldo,R,188,COL,26.6091718001,34,1135,6-4 6-3,3,QF,81,2,3,61,34,25,18,10,1,1,3,0,63,42,31,8,9,4,6
2014-321,Stuttgart,Clay,28,A,20140707,22,105138,3,,Roberto Bautista Agut,R,,ESP,26.2286105407,23,1625,104198,6,,Guillermo Garcia Lopez,R,188,ESP,31.0910335387,32,1163,3-6 6-4 7-6(1),3,QF,158,3,4,99,66,42,22,16,1,5,12,7,108,54,41,24,15,8,11
2014-321,Stuttgart,Clay,28,A,20140707,23,104586,,,Lukas Rosol,R,196,CZE,28.9527720739,48,900,103852,4,,Feliciano Lopez,L,188,ESP,32.7939767283,24,1545,4-6 6-3 7-6(4),3,QF,115,11,2,109,56,46,27,16,6,8,16,4,84,57,48,12,15,1,3
2014-321,Stuttgart,Clay,28,A,20140707,24,104022,2,,Mikhail Youzhny,R,183,RUS,32.0328542094,22,1655,105643,8,,Federico Delbonis,L,190,ARG,23.7535934292,38,1084,7-6(2) 6-2,3,QF,101,4,2,66,44,34,15,10,3,3,2,4,88,52,31,22,10,13,15
2014-321,Stuttgart,Clay,28,A,20140707,25,105138,3,,Roberto Bautista Agut,R,,ESP,26.2286105407,23,1625,104926,1,,Fabio Fognini,R,178,ITA,27.1211498973,15,2235,6-3 6-4,3,SF,74,2,1,57,39,32,10,10,5,5,4,3,60,36,24,11,9,0,2
2014-321,Stuttgart,Clay,28,A,20140707,26,104586,,,Lukas Rosol,R,196,CZE,28.9527720739,48,900,104022,2,,Mikhail Youzhny,R,183,RUS,32.0328542094,22,1655,7-6(3) 6-2,3,SF,89,10,4,72,38,29,17,10,3,5,5,3,62,35,21,12,10,5,9
2014-321,Stuttgart,Clay,28,A,20140707,27,105138,3,,Roberto Bautista Agut,R,,ESP,26.2286105407,23,1625,104586,,,Lukas Rosol,R,196,CZE,28.9527720739,48,900,6-3 4-6 6-2,3,F,102,2,1,81,57,42,15,14,5,6,13,2,82,38,30,21,13,3,6
2014-6718,Bogota,Hard,28,A,20140714,1,105032,,,Samuel Groth,R,,AUS,26.7351129363,99,581,108701,,WC,Juan Sebastian Cabal,U,,COL,28.219028063,,,6-3 6-7(10) 7-6(4),3,R32,141,22,6,110,68,56,19,17,2,4,11,8,119,78,54,22,16,5,8
2014-6718,Bogota,Hard,28,A,20140714,2,105166,,,Peter Polansky,R,180,CAN,26.0780287474,130,457,104905,,Q,Nicolas Barrientos,R,175,COL,27.2224503765,329,138,3-6 6-4 6-3,3,R32,84,9,4,78,50,37,15,14,4,7,1,1,82,57,34,14,14,1,5
2014-6718,Bogota,Hard,28,A,20140714,3,103607,8,,Victor Estrella,R,173,DOM,33.9466119097,92,604,106228,,Q,Juan Ignacio Londero,R,,ARG,20.9117043121,193,262,7-5 6-3,3,R32,81,6,0,67,39,29,15,11,1,3,1,1,57,30,16,16,10,3,7
2014-6718,Bogota,Hard,28,A,20140714,4,104864,,,Alex Kuznetsov,R,183,USA,27.4360027379,155,362,105173,,,Adrian Mannarino,L,183,FRA,26.0396988364,93,600,6-4 7-6(3),3,R32,91,9,3,70,39,33,18,11,1,1,3,2,67,45,32,15,11,1,2
2014-6718,Bogota,Hard,28,A,20140714,5,106071,,WC,Bernard Tomic,R,193,AUS,21.7275838467,124,496,104736,,,Farrukh Dustov,R,196,UZB,28.1451060917,140,415,6-3 6-3,3,R32,59,10,0,47,36,31,7,9,0,0,4,1,58,40,29,5,9,1,4
2014-6718,Bogota,Hard,28,A,20140714,6,104268,5,,Alejandro Falla,L,185,COL,30.6639288159,54,853,105147,,,Tatsuma Ito,R,180,JPN,26.1546885695,126,486,6-3 6-2,3,R32,59,7,5,58,32,28,11,9,6,7,2,3,42,22,14,8,8,2,6
2014-6718,Bogota,Hard,28,A,20140714,7,105292,6,,Alejandro Gonzalez,R,,COL,25.4291581109,74,686,105539,,,Evgeny Donskoy,R,185,RUS,24.180698152,111,540,7-5 3-6 6-4,3,R32,140,7,4,102,58,45,17,16,5,9,7,1,103,64,37,22,15,3,7
2014-6718,Bogota,Hard,28,A,20140714,8,105217,,,Thiemo De Bakker,R,193,NED,25.8151950719,147,398,110536,,Q,Kevin King,U,,USA,23.3730321697,344,130,2-6 7-6(4) 6-3,3,R32,122,14,6,100,69,51,13,15,2,5,7,8,100,60,44,22,14,7,9
2014-6718,Bogota,Hard,28,A,20140714,9,105550,,,Guido Pella,L,,ARG,24.1587953457,158,353,105679,,WC,Eduardo Struvay,R,,COL,23.5728952772,336,135,6-3 6-4,3,R32,64,2,3,62,35,24,16,10,5,7,1,0,45,34,22,4,9,2,6
2014-6718,Bogota,Hard,28,A,20140714,10,104868,,Q,James Ward,R,190,GBR,27.4250513347,152,371,105051,7,,Matthew Ebden,R,188,AUS,26.6310746064,81,642,6-4 3-0 RET,3,R32,54,5,2,42,27,22,9,7,3,3,1,4,41,21,14,10,6,3,5
2014-6718,Bogota,Hard,28,A,20140714,11,104499,,,Jimmy Wang,R,178,TPE,29.4264202601,133,442,104308,,,Michal Przysiezny,R,185,POL,30.4065708419,144,407,7-6(4) 4-6 6-3,3,R32,131,4,5,112,67,45,19,16,6,11,12,5,86,50,36,15,15,3,8
2014-6718,Bogota,Hard,28,A,20140714,12,104534,,,Dudi Sela,R,175,ISR,29.2758384668,102,568,106032,,,Facundo Arguello,R,,ARG,21.9411362081,121,510,6-4 6-2,3,R32,60,0,6,48,31,25,7,9,1,3,2,10,60,33,22,7,9,0,5
2014-6718,Bogota,Hard,28,A,20140714,13,104755,1,,Richard Gasquet,R,185,FRA,28.0711841205,14,2370,105032,,,Samuel Groth,R,,AUS,26.7351129363,99,581,7-6(3) 7-6(5),3,R16,104,12,3,71,50,41,15,12,0,0,20,4,78,44,37,20,12,5,5
2014-6718,Bogota,Hard,28,A,20140714,14,103607,8,,Victor Estrella,R,173,DOM,33.9466119097,92,604,105166,,,Peter Polansky,R,180,CAN,26.0780287474,130,457,6-4 6-1,3,R16,49,5,1,38,22,21,11,8,0,0,1,4,46,20,13,10,9,2,6
2014-6718,Bogota,Hard,28,A,20140714,15,105577,3,,Vasek Pospisil,R,193,CAN,24.0574948665,34,1135,104864,,,Alex Kuznetsov,R,183,USA,27.4360027379,155,362,7-5 7-5,3,R16,76,10,4,63,34,31,19,12,3,3,4,5,60,38,30,14,12,2,4
2014-6718,Bogota,Hard,28,A,20140714,16,106071,,WC,Bernard Tomic,R,193,AUS,21.7275838467,124,496,104268,5,,Alejandro Falla,L,185,COL,30.6639288159,54,853,6-1 7-6(2),3,R16,90,7,2,64,45,36,10,10,1,2,5,5,88,51,33,14,9,7,10
2014-6718,Bogota,Hard,28,A,20140714,17,105292,6,,Alejandro Gonzalez,R,,COL,25.4291581109,74,686,105217,,,Thiemo De Bakker,R,193,NED,25.8151950719,147,398,6-3 6-4,3,R16,65,5,1,58,36,28,15,10,1,1,5,4,53,26,22,11,9,2,4
2014-6718,Bogota,Hard,28,A,20140714,18,103285,4,,Radek Stepanek,R,185,CZE,35.627652293,39,1085,105550,,,Guido Pella,L,,ARG,24.1587953457,158,353,7-6(2) 6-2,3,R16,103,6,3,62,35,27,17,10,2,3,4,3,80,43,26,17,10,6,9
2014-6718,Bogota,Hard,28,A,20140714,19,104499,,,Jimmy Wang,R,178,TPE,29.4264202601,133,442,104868,,Q,James Ward,R,190,GBR,27.4250513347,152,371,6-3 6-1,3,R16,48,2,0,39,26,21,11,8,0,0,4,3,43,25,16,8,8,0,4
2014-6718,Bogota,Hard,28,A,20140714,20,103333,2,,Ivo Karlovic,R,208,CRO,35.3730321697,29,1280,104534,,,Dudi Sela,R,175,ISR,29.2758384668,102,568,7-6(8) 7-6(5),3,R16,100,16,4,76,50,44,17,12,0,0,3,2,90,55,42,24,12,7,7
2014-6718,Bogota,Hard,28,A,20140714,21,103607,8,,Victor Estrella,R,173,DOM,33.9466119097,92,604,104755,1,,Richard Gasquet,R,185,FRA,28.0711841205,14,2370,6-3 6-4,3,QF,65,2,3,48,22,19,18,9,2,2,5,2,52,25,19,16,10,2,5
2014-6718,Bogota,Hard,28,A,20140714,22,106071,,WC,Bernard Tomic,R,193,AUS,21.7275838467,124,496,105577,3,,Vasek Pospisil,R,193,CAN,24.0574948665,34,1135,6-4 6-4,3,QF,70,8,2,58,39,32,11,10,1,1,10,5,59,37,26,11,10,2,4
2014-6718,Bogota,Hard,28,A,20140714,23,103285,4,,Radek Stepanek,R,185,CZE,35.627652293,39,1085,105292,6,,Alejandro Gonzalez,R,,COL,25.4291581109,74,686,6-4 6-4,3,QF,80,8,2,60,43,36,8,10,3,3,7,2,62,40,27,11,10,1,3
2014-6718,Bogota,Hard,28,A,20140714,24,103333,2,,Ivo Karlovic,R,208,CRO,35.3730321697,29,1280,104499,,,Jimmy Wang,R,178,TPE,29.4264202601,133,442,6-3 7-6(6),3,QF,84,21,0,54,35,33,12,10,0,0,5,5,79,45,32,18,11,5,7
2014-6718,Bogota,Hard,28,A,20140714,25,106071,,WC,Bernard Tomic,R,193,AUS,21.7275838467,124,496,103607,8,,Victor Estrella,R,173,DOM,33.9466119097,92,604,7-6(2) 6-7(5) 7-6(5),3,SF,167,21,3,123,76,58,25,18,2,4,8,4,117,77,55,24,18,1,3
2014-6718,Bogota,Hard,28,A,20140714,26,103333,2,,Ivo Karlovic,R,208,CRO,35.3730321697,29,1280,103285,4,,Radek Stepanek,R,185,CZE,35.627652293,39,1085,6-4 3-6 6-4,3,SF,103,22,3,82,59,44,15,14,5,6,7,4,81,50,39,18,15,1,3
2014-6718,Bogota,Hard,28,A,20140714,27,106071,,WC,Bernard Tomic,R,193,AUS,21.7275838467,124,496,103333,2,,Ivo Karlovic,R,208,CRO,35.3730321697,29,1280,7-6(5) 3-6 7-6(4),3,F,133,11,2,101,69,55,20,16,4,5,39,7,114,74,65,19,17,5,5
2014-505,Vina del Mar,Clay,28,A,20140203,1,105379,,,Aljaz Bedene,R,181,SLO,24.5475701574,109,528,103565,,,Stephane Robert,R,185,FRA,33.7166324435,84,627,2-6 6-3 6-3,3,R32,117,13,4,81,43,34,17,13,4,7,3,4,95,51,31,22,13,6,10
2014-505,Vina del Mar,Clay,28,A,20140203,2,105807,,,Pablo Carreno Busta,R,,ESP,22.5653661875,65,731,103835,,,Filippo Volandri,R,183,ITA,32.4134154689,74,694,6-0 3-6 6-1,3,R32,99,1,4,70,44,30,12,11,4,7,0,1,93,69,33,10,11,12,19
2014-505,Vina del Mar,Clay,28,A,20140203,3,104871,5,,Jeremy Chardy,R,188,FRA,26.9760438056,44,985,106426,,WC,Christian Garin,R,,CHI,17.6810403833,379,106,7-5 6-0,3,R32,74,5,0,60,34,25,14,9,4,5,2,1,60,39,22,7,9,4,9
2014-505,Vina del Mar,Clay,28,A,20140203,4,104651,,Q,Martin Alund,R,,ARG,28.1067761807,133,404,105077,,,Albert Ramos,L,188,ESP,26.0479123888,86,626,6-3 6-4,3,R32,91,3,0,61,39,31,14,10,5,5,2,3,61,39,26,13,9,4,6
2014-505,Vina del Mar,Clay,28,A,20140203,5,106121,,Q,Taro Daniel,R,,JPN,21.0184804928,226,213,105064,,Q,Thomaz Bellucci,L,188,BRA,26.0971937029,125,450,6-3 6-3,3,R32,91,1,3,68,44,29,13,9,2,3,5,2,55,29,19,11,9,5,9
2014-505,Vina del Mar,Clay,28,A,20140203,6,105643,8,,Federico Delbonis,L,190,ARG,23.3319644079,61,756,104655,,,Pablo Cuevas,R,180,URU,28.090349076,224,215,6-3 6-4,3,R32,84,4,2,53,32,28,13,10,1,1,4,1,69,41,26,15,9,3,5
2014-505,Vina del Mar,Clay,28,A,20140203,7,104198,7,,Guillermo Garcia Lopez,R,188,ESP,30.6694045175,56,836,104714,,,Julian Reister,R,188,GER,27.8412046543,96,587,3-6 6-4 6-4,3,R32,160,2,6,99,53,38,18,14,12,17,0,5,126,85,50,16,15,18,24
2014-505,Vina del Mar,Clay,28,A,20140203,8,103893,,,Paolo Lorenzi,R,183,ITA,32.1368925394,107,537,105292,,,Alejandro Gonzalez,R,,COL,24.9883641342,76,676,6-2 6-1,3,R32,73,1,0,49,37,24,8,7,3,3,3,1,58,28,14,13,8,3,8
2014-505,Vina del Mar,Clay,28,A,20140203,9,105053,,,Santiago Giraldo,R,188,COL,26.1875427789,71,703,103105,,Q,Ruben Ramirez Hidalgo,R,183,ESP,36.076659822,173,304,6-4 6-2,3,R32,76,5,2,52,34,25,11,9,5,6,1,1,51,23,12,15,9,2,6
2014-505,Vina del Mar,Clay,28,A,20140203,10,104593,,,Daniel Gimeno Traver,R,185,ESP,28.4928131417,85,627,105238,6,,Alexandr Dolgopolov,R,180,UKR,25.2402464066,52,860,7-6(4) 3-6 7-5,3,R32,126,8,3,106,63,51,21,17,3,6,7,1,95,49,36,32,16,4,6
2014-505,Vina del Mar,Clay,28,A,20140203,11,104547,,,Horacio Zeballos,L,188,ARG,28.772073922,67,730,106174,,WC,Gonzalo Lama,U,,CHI,20.772073922,289,155,6-3 6-3,3,R32,61,6,0,42,26,20,16,9,0,0,3,2,54,34,20,12,9,4,7
2014-505,Vina del Mar,Clay,28,A,20140203,12,104919,,,Leonardo Mayer,R,188,ARG,26.7241615332,91,614,104890,,,Andreas Haider Maurer,R,190,AUT,26.8720054757,111,521,7-5 7-5,3,R32,109,12,2,73,49,39,14,12,6,7,7,8,98,57,40,16,12,17,20
2014-505,Vina del Mar,Clay,28,A,20140203,13,104926,1,,Fabio Fognini,R,178,ITA,26.6995208761,15,2100,105379,,,Aljaz Bedene,R,181,SLO,24.5475701574,109,528,6-4 7-6(0),3,R16,101,4,0,59,36,31,16,11,1,2,3,1,83,50,33,16,11,4,6
2014-505,Vina del Mar,Clay,28,A,20140203,14,104871,5,,Jeremy Chardy,R,188,FRA,26.9760438056,44,985,105807,,,Pablo Carreno Busta,R,,ESP,22.5653661875,65,731,6-3 7-6(5),3,R16,88,10,3,59,39,34,12,10,2,2,2,1,84,69,45,7,11,6,8
2014-505,Vina del Mar,Clay,28,A,20140203,15,104597,3,,Nicolas Almagro,R,183,ESP,28.4544832307,18,1930,104651,,Q,Martin Alund,R,,ARG,28.1067761807,133,404,4-6 6-3 6-4,3,R16,99,11,1,71,44,40,18,15,0,1,2,5,86,50,35,21,14,1,3
2014-505,Vina del Mar,Clay,28,A,20140203,16,106121,,Q,Taro Daniel,R,,JPN,21.0184804928,226,213,105643,8,,Federico Delbonis,L,190,ARG,23.3319644079,61,756,1-6 7-6(5) 7-6(7),3,R16,172,2,1,113,84,49,15,15,7,12,11,5,121,84,59,15,16,8,11
2014-505,Vina del Mar,Clay,28,A,20140203,17,104198,7,,Guillermo Garcia Lopez,R,188,ESP,30.6694045175,56,836,103893,,,Paolo Lorenzi,R,183,ITA,32.1368925394,107,537,3-6 7-5 6-4,3,R16,156,5,1,104,62,39,20,15,6,11,4,0,95,55,36,19,16,3,9
2014-505,Vina del Mar,Clay,28,A,20140203,18,105053,,,Santiago Giraldo,R,188,COL,26.1875427789,71,703,104719,4,,Marcel Granollers,R,190,ESP,27.8138261465,35,1120,7-6(7) 7-6(2),3,R16,133,11,3,84,45,39,18,12,2,4,3,1,89,55,39,17,12,1,3
2014-505,Vina del Mar,Clay,28,A,20140203,19,104593,,,Daniel Gimeno Traver,R,185,ESP,28.4928131417,85,627,104547,,,Horacio Zeballos,L,188,ARG,28.772073922,67,730,6-2 6-4,3,R16,80,9,0,59,40,32,11,9,5,5,1,1,61,42,24,11,9,6,9
2014-505,Vina del Mar,Clay,28,A,20140203,20,104919,,,Leonardo Mayer,R,188,ARG,26.7241615332,91,614,103990,2,,Tommy Robredo,R,180,ESP,31.7618069815,16,1980,3-6 7-6(8) 6-4,3,R16,140,5,4,85,56,44,21,15,1,2,7,3,106,65,49,23,16,2,3
2014-505,Vina del Mar,Clay,28,A,20140203,21,104926,1,,Fabio Fognini,R,178,ITA,26.6995208761,15,2100,104871,5,,Jeremy Chardy,R,188,FRA,26.9760438056,44,985,6-4 3-6 6-2,3,QF,115,2,2,81,54,35,17,13,3,5,7,5,96,55,38,18,14,8,12
2014-505,Vina del Mar,Clay,28,A,20140203,22,104597,3,,Nicolas Almagro,R,183,ESP,28.4544832307,18,1930,106121,,Q,Taro Daniel,R,,JPN,21.0184804928,226,213,6-2 7-5,3,QF,81,12,2,47,22,21,17,10,2,3,1,1,70,40,26,12,10,2,6
2014-505,Vina del Mar,Clay,28,A,20140203,23,105053,,,Santiago Giraldo,R,188,COL,26.1875427789,71,703,104198,7,,Guillermo Garcia Lopez,R,188,ESP,30.6694045175,56,836,3-6 6-4 6-2,3,QF,122,5,1,99,62,47,15,14,8,10,4,6,86,53,36,15,13,6,9
2014-505,Vina del Mar,Clay,28,A,20140203,24,104919,,,Leonardo Mayer,R,188,ARG,26.7241615332,91,614,104593,,,Daniel Gimeno Traver,R,185,ESP,28.4928131417,85,627,3-6 7-5 6-3,3,QF,110,4,7,80,48,38,17,15,2,5,6,2,82,46,37,15,15,2,6
2014-505,Vina del Mar,Clay,28,A,20140203,25,104926,1,,Fabio Fognini,R,178,ITA,26.6995208761,15,2100,104597,3,,Nicolas Almagro,R,183,ESP,28.4544832307,18,1930,6-4 1-6 7-6(5),3,SF,131,8,4,94,51,36,19,14,6,11,11,1,93,54,39,22,15,6,10
2014-505,Vina del Mar,Clay,28,A,20140203,26,104919,,,Leonardo Mayer,R,188,ARG,26.7241615332,91,614,105053,,,Santiago Giraldo,R,188,COL,26.1875427789,71,703,7-6(2) 6-3,3,SF,91,6,2,58,34,26,18,10,0,1,2,2,69,37,26,16,11,0,3
2014-505,Vina del Mar,Clay,28,A,20140203,27,104926,1,,Fabio Fognini,R,178,ITA,26.6995208761,15,2100,104919,,,Leonardo Mayer,R,188,ARG,26.7241615332,91,614,6-2 6-4,3,F,83,5,1,45,34,30,8,9,0,0,0,2,88,58,36,12,9,10,13
2014-337,Vienna,Hard,28,A,20141013,1,104735,,,Tobias Kamke,R,180,GER,28.3969883641,93,590,104620,,,Simone Bolelli,R,183,ITA,29.0130047912,77,717,3-6 6-3 6-4,3,R32,135,4,3,92,46,31,27,14,3,6,4,8,106,58,39,22,14,7,11
2014-337,Vienna,Hard,28,A,20141013,2,103781,,,Jurgen Melzer,L,183,AUT,33.3935660507,123,440,105613,,LL,Norbert Gombos,U,,SVK,24.167008898,138,392,3-6 6-4 6-3,3,R32,125,4,6,95,59,40,17,14,10,13,7,9,84,53,37,13,14,6,10
2014-337,Vienna,Hard,28,A,20141013,3,103333,6,,Ivo Karlovic,R,208,CRO,35.6221765914,30,1265,105643,,,Federico Delbonis,L,190,ARG,24.0219028063,63,775,6-7(1) 7-6(9) 7-6(2),3,R32,146,29,7,106,77,68,18,18,0,0,13,6,112,63,56,32,18,0,0
2014-337,Vienna,Hard,28,A,20141013,4,104122,,,Carlos Berlocq,R,183,ARG,31.6906228611,80,700,105589,,WC,Gerald Melzer,L,,AUT,24.2518822724,156,341,6-3 7-6(2),3,R32,97,5,2,65,36,24,18,10,2,5,1,3,70,40,25,11,11,3,8
2014-337,Vienna,Hard,28,A,20141013,5,103794,,,Benjamin Becker,R,178,GER,33.325119781,45,938,103812,,Q,Victor Hanescu,R,198,ROU,33.2292950034,134,403,4-6 6-1 6-3,3,R32,98,8,3,65,39,32,16,13,1,3,9,3,85,59,35,11,13,5,10
2014-337,Vienna,Hard,28,A,20141013,6,104898,,,Robin Haase,R,190,NED,27.5208761123,72,740,106233,8,,Dominic Thiem,R,,AUT,21.1088295688,38,1059,6-3 3-6 6-3,3,R32,91,11,0,72,45,35,16,14,2,4,7,3,68,30,27,19,13,2,5
2014-337,Vienna,Hard,28,A,20141013,7,104586,5,,Lukas Rosol,R,196,CZE,29.2210814511,31,1255,105041,,,Lukas Lacko,R,185,SVK,26.9431895962,83,666,6-2 6-4,3,R32,61,5,0,54,25,20,19,9,0,0,6,2,51,28,19,10,9,1,4
2014-337,Vienna,Hard,28,A,20141013,8,104678,,Q,Viktor Troicki,R,193,SRB,28.6707734428,127,422,103607,,,Victor Estrella,R,173,DOM,34.1957563313,65,767,6-0 6-3,3,R32,55,14,1,37,25,22,10,8,0,0,1,2,54,29,17,10,7,6,10
2014-337,Vienna,Hard,28,A,20141013,9,105064,,,Thomaz Bellucci,L,188,BRA,26.7871321013,68,753,103908,,,Paul Henri Mathieu,R,185,FRA,32.7501711157,84,665,6-1 6-4,3,R32,76,12,2,49,28,22,14,8,2,2,1,5,66,28,17,18,9,5,9
